"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs13097891-<b>C</b>,"7 x 10-6",,0.08575,1.621,'-,[1.31199999999999-2.002],"FXR1, CCDC39, AC108734.4","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,3:180869224
rs117739669-<b>A</b>,"8 x 10-6",,0.0556,1.774,'-,[1.379-2.282],DNAH11,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,7:21627284
rs73696792-<b>T</b>,"9 x 10-6",,0.01064,2.816,'-,[1.781-4.452],"SGO1P2, AC006459.1","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,7:52811360
rs142267843-<b>T</b>,"2 x 10-6",,0.01118,2.749,'-,[1.808-4.18],AC079760.1,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,7:91556500
rs62522238-<b>C</b>,"2 x 10-6",,0.2086,1.467,'-,[1.253-1.719],"POP1, NIPAL2","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,8:98181007
rs150806794-<b>A</b>,"2 x 10-6",,0.02304,2.21,'-,[1.59-3.074],"SLC1A1, RNU6-694P","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,9:4478791
rs148155931-<b>T</b>,"3 x 10-6",,0.02029,2.372,'-,[1.648-3.415],"AL160272.2, TPT1P9","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,9:118073620
rs148025923-<b>A</b>,"3 x 10-7",,0.0152,2.657,'-,[1.82599999999999-3.868],"ARHGAP21, AL157385.2","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,10:24794643
rs11232439-<b>G</b>,"4 x 10-6",,0.05974,1.737,'-,[1.37199999999999-2.197],AP003398.2,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,11:81032737
rs117975710-<b>C</b>,"7 x 10-6",,0.03997,1.868,'-,[1.421-2.456],"AP000797.1, LINC02151","Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,11:116277897
rs149381084-<b>A</b>,"5 x 10-6",,0.01863,2.317,'-,[1.615-3.323],RNF17,"Ischemic stroke in hypertension","Ischemic stroke, hypertension",GCST90014126,13:24837433
rs78210707-<b>?</b>,"4 x 10-6",,0.011,2.67,'-,[2.54-2.80],GRIN2B,"Alzheimer's disease in hypertension","Alzheimer's disease, hypertension",GCST008438,12:13763366
rs28868104-<b>?</b>,"4 x 10-7",,0.131,1.4534883,'-,[1.36-1.55],"RAP1BP2, AC091804.1","Alzheimer's disease in hypertension","Alzheimer's disease, hypertension",GCST008438,3:104241993
rs1925458-<b>?</b>,"1 x 10-6",,0.117,1.552795,'-,[1.45-1.66],AL139231.1,"Alzheimer's disease in hypertension","Alzheimer's disease, hypertension",GCST008438,6:23378723
rs75036080-<b>?</b>,"3 x 10-6",,0.02,2.0576131,'-,[1.93-2.19],"SLC2A13, C12orf40","Alzheimer's disease in hypertension","Alzheimer's disease, hypertension",GCST008438,12:39882501
rs429358-<b>?</b>,"6 x 10-43",,0.147,3.26,'-,[3.21-3.31],APOE,"Alzheimer's disease in hypertension","Alzheimer's disease, hypertension",GCST008438,19:44908684
rs17067290-<b>T</b>,"6 x 10-6","(allelic model)",NR,8.4,'-,[NR],"AC020551.1, AC018710.1","Uric acid elevation in response to thiazide-like diuretic in hypertension","response to diuretic, hypertension, uric acid measurement",GCST009319,4:179265397
rs2072883-<b>C</b>,"1 x 10-7","(recessive model)",NR,'-,'-,'-,"TTLL1, AL022476.1","Uric acid elevation in response to thiazide-like diuretic in hypertension","response to diuretic, hypertension, uric acid measurement",GCST009319,22:43039662
rs11124945-<b>G</b>,"5 x 10-8",,0.19,7.61,'-,[3.39-17.09],PLEKHH2,"Diabetes in response to antihypertensive drug treatment (treatment strategy interaction)","response to antihypertensive drug, diabetes mellitus, hypertension, response to beta blocker, response to calcium channel blocker",GCST003797,2:43650017
rs113296370-<b>C</b>,"2 x 10-7",(European),0.19,8.83,'-,[8.01-9.65],"PLEKHH2, AC108222.1","Diabetes in response to antihypertensive drug treatment (treatment strategy interaction)","response to antihypertensive drug, diabetes mellitus, hypertension, response to beta blocker, response to calcium channel blocker",GCST003797,2:43636315
rs4833103-<b>?</b>,"1 x 10-7",(European),0.50,5.26,'-,[4.63-5.89],TLR1,"Diabetes in response to antihypertensive drug treatment (treatment strategy interaction)","response to antihypertensive drug, diabetes mellitus, hypertension, response to beta blocker, response to calcium channel blocker",GCST003797,4:38813881
rs822127-<b>A</b>,"7 x 10-6",(EA),0.37,'-,"0.6 mmHg decrease",[NR],"PLCXD3, AC008817.1","Diastolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, diastolic blood pressure change measurement, hypertension",GCST003805,5:41546857
rs9370524-<b>A</b>,"9 x 10-6",(EA),0.36,'-,"0.58 mmHg increase",[NR],COL21A1,"Diastolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, diastolic blood pressure change measurement, hypertension",GCST003805,6:56354955
rs10951933-<b>T</b>,"3 x 10-6",(EA),0.2,'-,"0.75 mmHg increase",[NR],PKD1L1,"Diastolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, diastolic blood pressure change measurement, hypertension",GCST003805,7:47867616
rs2198596-<b>C</b>,"8 x 10-7",(EA),0.91,'-,"1.3 mmHg decrease",[NR],SGCZ,"Diastolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, diastolic blood pressure change measurement, hypertension",GCST003805,8:15143257
rs11784910-<b>A</b>,"4 x 10-7",(EA),0.95,'-,"1.48 mmHg increase",[NR],ZDHHC2,"Diastolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, diastolic blood pressure change measurement, hypertension",GCST003805,8:17217746
rs17755650-<b>T</b>,"6 x 10-6",(EA),0.9,'-,"1.17 mmHg increase",[NR],"AL359922.1, RN7SL151P","Diastolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, diastolic blood pressure change measurement, hypertension",GCST003805,9:21780038
rs177848-<b>A</b>,"6 x 10-6",(EA),0.59,'-,"0.6 mmHg decrease",[NR],TTC6,"Diastolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, diastolic blood pressure change measurement, hypertension",GCST003805,14:37634801
rs11657217-<b>C</b>,"5 x 10-6",(EA),0.69,'-,"0.7 mmHg decrease",[NR],ENPP7,"Diastolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, diastolic blood pressure change measurement, hypertension",GCST003805,17:79735540
rs7565329-<b>T</b>,"7 x 10-6",(EA),0.09,'-,"1.7 mmHg decrease",[NR],"LINC01812, AC079112.1","Systolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, hypertension, systolic blood pressure change measurement",GCST003807,2:67878704
rs12642634-<b>A</b>,"5 x 10-6",(EA),0.78,'-,"1.1 mmHg increase",[NR],"AC108206.2, LINC01095","Systolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, hypertension, systolic blood pressure change measurement",GCST003807,4:146064475
rs11750990-<b>A</b>,"8 x 10-6",(EA),0.96,'-,"2.44 mmHg increase",[NR],"RNU2-8P, AL603865.2","Systolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, hypertension, systolic blood pressure change measurement",GCST003807,6:121614456
rs2876449-<b>T</b>,"7 x 10-6",(EA),0.03,'-,"2.8 mmHg decrease",[NR],AL035446.2,"Systolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, hypertension, systolic blood pressure change measurement",GCST003807,6:140736804
rs11784910-<b>A</b>,"4 x 10-7",(EA),0.95,'-,"2.31 mmHg increase",[NR],ZDHHC2,"Systolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, hypertension, systolic blood pressure change measurement",GCST003807,8:17217746
rs2925663-<b>T</b>,"7 x 10-6",(EA),0.12,'-,"1.4 mmHg decrease",[NR],"AC092819.2, UBXN2B","Systolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, hypertension, systolic blood pressure change measurement",GCST003807,8:58349310
rs13253998-<b>T</b>,"7 x 10-6",(EA),0.51,'-,"0.9 mmHg decrease",[NR],"AC084706.1, AC062004.1","Systolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, hypertension, systolic blood pressure change measurement",GCST003807,8:77622326
rs7960884-<b>A</b>,"4 x 10-6",(EA),0.27,'-,"1.09 mmHg increase",[NR],"AC024940.5, AC024940.2","Systolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, hypertension, systolic blood pressure change measurement",GCST003807,12:31207706
rs16962897-<b>A</b>,"3 x 10-7",(EA),0.12,'-,"1.7 mmHg decrease",[NR],DNAAF1,"Systolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, hypertension, systolic blood pressure change measurement",GCST003807,16:84175474
rs4150161-<b>T</b>,"1 x 10-6",(EA),0.86,'-,"1.53 mmHg increase",[NR],TAF1C,"Systolic blood pressure response to hydrochlorothiazide in hypertension","response to hydrochlorothiazide, hypertension, systolic blood pressure change measurement",GCST003807,16:84180630
rs11646213-<b>T</b>,"8 x 10-6",,0.60,1.28,'-,[1.15-1.43],"CDH13, AC009117.2",Hypertension,hypertension,GCST000361,16:82609046
rs11775334-<b>A</b>,"4 x 10-6",,0.32,'-,"0.08 log odds increase",[0.04-0.12],MSRA,Hypertension,hypertension,GCST000398,8:10214110
rs2681472-<b>A</b>,"2 x 10-11",,0.83,'-,"0.15 log odds increase",[0.11-0.19],ATP2B1,Hypertension,hypertension,GCST000398,12:89615182
rs16982520-<b>A</b>,"2 x 10-7",,0.88,'-,"0.13 log odds decrease",[0.09-0.17],ZNF831,Hypertension,hypertension,GCST000398,20:59183665
rs11014166-<b>A</b>,"6 x 10-8",,0.66,'-,"0.09 log odds increase",[0.05-0.13],CACNB2,Hypertension,hypertension,GCST000398,10:18419869
rs117521141-<b>G</b>,"9 x 10-6",,0.02726,1.635,'-,[1.31599999999999-2.033],"UAP1, DDR2","Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,1:162617136
rs28524990-<b>G</b>,"1 x 10-6",,0.4708,1.232,'-,[1.132-1.34],"ENAM, AMBN","Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,4:70623131
rs114799463-<b>T</b>,"1 x 10-6",,0.01216,2.041,'-,[1.534-2.714],"RNU4ATAC9P, HNRNPA1P67","Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,4:72876700
rs9969220-<b>A</b>,"6 x 10-6",,0.3272,0.8041,'-,[0.7318-0.8836],CADPS2,"Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,7:122731653
rs867517174-<b>T</b>,"9 x 10-6",,0.01859,1.794,'-,[1.386-2.323],C8orf86,"Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,8:38522875
rs7110894-<b>C</b>,"2 x 10-6",,0.01136,2.068,'-,[1.529-2.798],AC104389.5,"Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,11:5579723
rs11606719-<b>G</b>,"1 x 10-5",,0.08443,0.6714,'-,[0.5627-0.8009],BCL9L,"Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,11:118911765
rs75887718-<b>G</b>,"6 x 10-6",,0.07006,1.401,'-,[1.21-1.621],OPCML,"Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,11:132871258
rs528967612-<b>T</b>,"4 x 10-6",,0.01322,1.976,'-,[1.479-2.638],SOX5,"Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,12:23568135
rs192256050-<b>T</b>,"4 x 10-7",,0.101,1.388,'-,[1.22299999999999-1.577],TMEM132D,"Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,12:129902744
rs12594508-<b>C</b>,"5 x 10-6",,0.3213,1.229,'-,[1.125-1.343],LINC00923,"Cardio-cerebrovascular disease in hypertension","Ischemic stroke, hypertension, coronary artery disease",GCST90014124,15:97792576
rs181100621-<b>A</b>,"1 x 10-5",,0.01084,2.208,'-,[1.555-3.136],PKN2-AS1,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,1:88499170
rs6813378-<b>T</b>,"2 x 10-6",,0.02618,1.843,'-,[1.436-2.365],HGFAC,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,4:3445584
rs78517437-<b>A</b>,"4 x 10-6",,0.1363,0.6711,'-,[0.5663-0.7952],"AC093898.1, AC006840.1","Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,4:18908109
rs28524990-<b>G</b>,"2 x 10-6",,0.4708,1.278,'-,[1.155-1.413],"ENAM, AMBN","Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,4:70623131
rs1903542-<b>G</b>,"3 x 10-6",,0.225,1.313,'-,[1.172-1.47099999999999],"AC017087.1, RNA5SP173","Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,4:178465791
rs12658928-<b>G</b>,"8 x 10-6",,0.05389,1.546,'-,[1.278-1.871],NPR3,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,5:32697485
rs180780725-<b>T</b>,"9 x 10-6",,0.01371,2.065,'-,[1.5-2.842],"AL096854.1, COX6A1P3","Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,6:120727455
rs77202337-<b>T</b>,"7 x 10-6",,0.08841,1.433,'-,[1.225-1.675],"AC006482.1, SNX13","Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,7:17683374
rs10111944-<b>A</b>,"4 x 10-7",,0.02021,2.048,'-,[1.554-2.7],"NARS1P2, LINC02842","Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,8:62097034
rs1806524-<b>T</b>,"7 x 10-6",,0.3042,0.7685,'-,[0.685-0.8622],PHF2,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,9:93622242
rs117802009-<b>C</b>,"8 x 10-6",,0.01692,2.007,'-,[1.47699999999999-2.728],ADARB2,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,10:1668290
rs3864814-<b>A</b>,"6 x 10-7",,0.08596,0.5708,'-,[0.4579-0.7116],KIFBP,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,10:69018730
rs7110894-<b>C</b>,"6 x 10-7",,0.01136,2.348,'-,[1.679-3.284],AC104389.5,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,11:5579723
rs202083337-<b>A</b>,"6 x 10-6",,0.01416,2.146,'-,[1.54199999999999-2.986],"OR52X1P, OR56B4","Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,11:6074586
rs7132794-<b>C</b>,"9 x 10-6",,0.4482,1.255,'-,[1.135-1.388],"AC022276.1, LINC01559","Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,12:13295359
rs72656663-<b>T</b>,"6 x 10-6",,0.04195,1.634,'-,[1.321-2.022],PTPRO,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,12:15475159
rs460452-<b>A</b>,"8 x 10-6",,0.07224,1.477,'-,[1.245-1.75199999999999],AL157911.1,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,14:60071311
rs7160041-<b>T</b>,"4 x 10-6",,0.06514,1.51,'-,[1.268-1.799],"RPL17P2, AL157756.1","Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,14:60237271
rs12905312-<b>C</b>,"1 x 10-5",,0.1942,0.7286,'-,[0.6333-0.8382],CHD2,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,15:92966737
rs9897366-<b>G</b>,"2 x 10-6",,0.1198,1.402,'-,[1.218-1.613],"TMEM100, AC105021.1","Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,17:55569624
rs1550676-<b>C</b>,"6 x 10-9",,0.01176,2.607,'-,[1.886-3.602],LINC01977,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,17:79827256
rs192256050-<b>T</b>,"8 x 10-7",,0.101,1.452,'-,[1.252-1.683],TMEM132D,"Coronary artery disease in hypertension","hypertension, coronary artery disease",GCST90014125,12:129902744
11:92331394:A_AT-<b>?</b>,"2 x 10-8",(AA),NR,'-,'-,'-,'-,"Change in glucose in response to thiazide diuretic treatment in hypertension","response to thiazide, hypertension, glucose measurement",GCST005577,"Mapping not available"
12:52807944-<b>?</b>,"1 x 10-7",(EA),'-,'-,'-,'-,'-,"Change in glucose in response to thiazide diuretic treatment in hypertension","response to thiazide, hypertension, glucose measurement",GCST005577,"Mapping not available"
6:5337596-<b>?</b>,"2 x 10-7",(EA),'-,'-,'-,'-,'-,"Change in glucose in response to thiazide diuretic treatment in hypertension","response to thiazide, hypertension, glucose measurement",GCST005577,"Mapping not available"
rs9943291-<b>G</b>,"4 x 10-8",(AA),0.0637,'-,"10.01 unit increase",[NR],HMGCS2,"Change in glucose in response to thiazide diuretic treatment in hypertension","response to thiazide, hypertension, glucose measurement",GCST005577,1:119749667
6:131801262-<b>?</b>,"6 x 10-7",(EA),'-,'-,'-,'-,'-,"Change in glucose in response to thiazide diuretic treatment in hypertension","response to thiazide, hypertension, glucose measurement",GCST005577,"Mapping not available"
rs61824877-<b>A</b>,"5 x 10-8",(AA),0.0606,'-,"9.08 unit increase",[NR],LINC00862,"Change in glucose in response to thiazide diuretic treatment in hypertension","response to thiazide, hypertension, glucose measurement",GCST005577,1:200273504
rs28404156-<b>A</b>,"2 x 10-7",(EA),0.072,'-,"3.6 unit decrease",[2.25-4.95],BST1,"Response to beta blocker use in hypertension (systolic blood pressure)","hypertension, systolic blood pressure change measurement, response to beta blocker",GCST008736,4:15736109
rs16964543-<b>T</b>,"4 x 10-7",,0.67,'-,"0.37 unit decrease",'-,ZNF536,"Myocardial infarction in hypertension (calcium channel blocker interaction)","hypertension, response to calcium channel blocker, myocardial infarction",GCST003206,19:30694303
rs13333226-<b>A</b>,"4 x 10-11",,0.81,1.15,'-,[1.10-1.19],UMOD,Hypertension,hypertension,GCST000849,16:20354332
rs1475591-<b>T</b>,"6 x 10-6",,0.42,1.18,'-,[1.10-1.27],"TIAM1, UBE3AP2",Hypertension,hypertension,GCST000973,21:31068221
rs1735151-<b>T</b>,"9 x 10-6",,0.58,1.16,'-,[1.09-1.24],IGSF5,Hypertension,hypertension,GCST000973,21:39751374
rs4665630-<b>?</b>,"1 x 10-7",,0.49,1.2135922,'-,[1.13-1.3],"KLHL29, AC009242.1",Hypertension,hypertension,GCST000973,2:23675447
rs675026-<b>?</b>,"5 x 10-6",,0.72,1.2033695,'-,[1.11-1.3],OPRM1,Hypertension,hypertension,GCST000973,6:154093428
rs10026364-<b>T</b>,"4 x 10-6",,0.2,1.28,'-,[1.15-1.42],"LINC02462, AC093722.1",Hypertension,hypertension,GCST000973,4:134601585
rs7801190-<b>C</b>,"3 x 10-8",,0.72,1.31,'-,[1.19-1.44],SLC12A9,Hypertension,hypertension,GCST000973,7:100860471
rs17589290-<b>?</b>,"6 x 10-6",,0.04,1.4285715,'-,[1.22-1.67],AC004704.1,Hypertension,hypertension,GCST000973,4:112002081
rs7526425-<b>?</b>,"1 x 10-6",,0.84,1.1627907,'-,[1.09-1.24],"RD3, SLC30A1",Hypertension,hypertension,GCST000973,1:211527316
rs147428270-<b>?</b>,"2 x 10-6",(Het),NR,'-,'-,'-,ULK4,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,3:41827229
rs7654819-<b>?</b>,"7 x 10-6",(Het),NR,'-,'-,'-,"AC005699.1, AC025539.1","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,4:11617090
rs76987554-<b>C</b>,"9 x 10-7",(Hom),NR,'-,'-,'-,TARID,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,6:133759717
rs76987554-<b>C</b>,"1 x 10-7",(Het),NR,'-,'-,'-,TARID,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,6:133759717
rs62434120-<b>T</b>,"5 x 10-7",(Hom),NR,'-,'-,'-,PLEKHG1,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,6:150671234
rs6969780-<b>C</b>,"2 x 10-7",(Het),NR,'-,'-,'-,"HOXA3, HOXA-AS2","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,7:27119517
rs10096908-<b>?</b>,"2 x 10-6",(Hom),NR,'-,'-,'-,ANK1,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,8:41784039
rs186208701-<b>?</b>,"8 x 10-7",(Het),NR,'-,'-,'-,STK3,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,8:98567888
rs187821766-<b>?</b>,"9 x 10-8",(Het),NR,'-,'-,'-,STK3,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,8:98729050
rs78192203-<b>T</b>,"1 x 10-7",(Hom),NR,'-,'-,'-,GPR20,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,8:141364973
rs78192203-<b>T</b>,"2 x 10-8",(Het),NR,'-,'-,'-,GPR20,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,8:141364973
rs190531342-<b>?</b>,"2 x 10-6",(Hom),NR,'-,'-,'-,"UGCG, RNU6-710P","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,9:111957288
10:14646769-<b>?</b>,"2 x 10-6",(Het),NR,'-,'-,'-,'-,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,"Mapping not available"
rs77932157-<b>?</b>,"3 x 10-6",(Het),NR,'-,'-,'-,"AKR1B10P1, CTNNA3","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,10:67697886
10:69514659-<b>?</b>,"2 x 10-6",(Het),NR,'-,'-,'-,'-,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,"Mapping not available"
rs12149202-<b>?</b>,"8 x 10-6",(Het),NR,'-,'-,'-,GSE1,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,16:85666754
rs114296860-<b>?</b>,"4 x 10-6",(Het),NR,'-,'-,'-,"AC034268.2, MTCO1P40","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,17:53208635
rs115236533-<b>?</b>,"9 x 10-7",(Het),NR,'-,'-,'-,CDH18,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,5:19745606
rs9385284-<b>G</b>,"1 x 10-6",(Het),NR,'-,'-,'-,"TRDN, CLVS2","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,6:123078960
rs1027989-<b>G</b>,"7 x 10-7",(Hom),NR,'-,'-,'-,LYN,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,8:55901862
rs1027989-<b>G</b>,"1 x 10-6",(Het),NR,'-,'-,'-,LYN,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,8:55901862
rs115476423-<b>?</b>,"5 x 10-6",(Het),NR,'-,'-,'-,"ZNF746, ZNF767P","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,7:149502873
rs9864989-<b>?</b>,"5 x 10-6",,NR,'-,"0.3463 unit increase",[0.20-0.50],PBRM1,Hypertension,hypertension,GCST004384,3:52650349
rs6969780-<b>C</b>,"1 x 10-6",,NR,'-,"0.0747 unit increase",[0.045-0.105],"HOXA3, HOXA-AS2",Hypertension,hypertension,GCST004384,7:27119517
rs79455834-<b>?</b>,"2 x 10-6",,NR,'-,"0.2443 unit increase",[0.14-0.34],AC068413.1,Hypertension,hypertension,GCST004384,8:121033084
rs115795127-<b>T</b>,"1 x 10-8",,NR,'-,"0.1736 unit increase",[0.11-0.24],FRMD3,Hypertension,hypertension,GCST004384,9:83378986
rs10279895-<b>G</b>,"9 x 10-9",,NR,'-,"0.1813 unit increase",[0.12-0.24],"HNRNPA1P73, RPL35P4",Hypertension,hypertension,GCST004384,7:27288591
rs115706913-<b>?</b>,"3 x 10-7",,NR,'-,"0.2128 unit increase",[0.13-0.29],SGCZ,Hypertension,hypertension,GCST004384,8:14224308
rs10096908-<b>?</b>,"6 x 10-6",,NR,'-,"0.0947 unit increase",[0.054-0.135],ANK1,Hypertension,hypertension,GCST004384,8:41784039
rs115795127-<b>T</b>,"7 x 10-9",(Het),NR,'-,'-,'-,FRMD3,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,9:83378986
rs7651190-<b>G</b>,"1 x 10-10",(Het),NR,'-,'-,'-,ULK4,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,3:41724463
rs7372217-<b>G</b>,"1 x 10-11",(Het),NR,'-,'-,'-,ULK4,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,3:41948630
rs11563582-<b>A</b>,"2 x 10-11",(Hom),NR,'-,'-,'-,"RPL35P4, HNRNPA1P73","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,7:27312031
rs11563582-<b>A</b>,"2 x 10-9",(Het),NR,'-,'-,'-,"RPL35P4, HNRNPA1P73","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,7:27312031
rs6969780-<b>C</b>,"1 x 10-8",(Hom),NR,'-,'-,'-,"HOXA3, HOXA-AS2","Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,7:27119517
rs11977526-<b>A</b>,"7 x 10-16",(Het),NR,'-,'-,'-,AC073115.2,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,7:45968511
rs7006531-<b>G</b>,"2 x 10-13",(Het),NR,'-,'-,'-,AP003351.1,"Blood pressure traits (multi-trait analysis)","pulse pressure measurement, diastolic blood pressure, systolic blood pressure, hypertension",GCST004388,8:94098516
