"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs7672495-<b>C</b>,"1 x 10-7",,0.18,'-,'-,'-,"CYTL1, RN7SKP113","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,4:4990640
rs7660520-<b>A</b>,"8 x 10-11",,0.26,'-,'-,'-,"AC114798.1, TENM3","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,4:182824168
rs7831697-<b>G</b>,"5 x 10-7",,0.25,'-,'-,'-,"ZYXP1, RNU6-144P","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,8:137124061
rs7042370-<b>T</b>,"1 x 10-7",,0.43,'-,'-,'-,"LURAP1L, LURAP1L-AS1","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,9:12785074
rs10988542-<b>C</b>,"7 x 10-7",,0.08,'-,'-,'-,FNBP1,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,9:129894985
rs7100025-<b>G</b>,"8 x 10-11",,0.34,'-,'-,'-,"LINC00993, ANKRD30A","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,10:37303610
rs11839053-<b>C</b>,"1 x 10-6",,0.02,'-,'-,'-,"RPL35P9, LINC00460","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,13:106410694
rs77150043-<b>T</b>,"6 x 10-9",,0.23,'-,'-,'-,ADCY7,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,16:50270338
rs2807264-<b>C</b>,"1 x 10-8",,0.21,'-,'-,'-,"LINC00892, RNU6-320P","Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,X:136583619
rs12863738-<b>T</b>,"6 x 10-8",,0.17,'-,'-,'-,AL390879.1,"Pediatric autoimmune diseases","autoimmune thyroid disease, type I diabetes mellitus, Common variable immunodeficiency, ankylosing spondylitis, psoriasis, celiac disease, ulcerative colitis, Crohn's disease, autoimmune disease, juvenile idiopathic arthritis, systemic lupus erythematosus",GCST003097,X:136949968
rs17696736-<b>G</b>,"2 x 10-14",,0.42,1.34,'-,[1.16-1.53],NAA25,"Type 1 diabetes","type I diabetes mellitus",GCST000043,12:112049014
rs6534347-<b>A</b>,"2 x 10-6",,0.35,1.3,'-,[1.10-1.55],KIAA1109,"Type 1 diabetes","type I diabetes mellitus",GCST000043,4:122277280
rs6679677-<b>A</b>,"5 x 10-26",,0.10,1.82,'-,[1.59-2.09],"PHTF1, RSBN1","Type 1 diabetes","type I diabetes mellitus",GCST000043,1:113761186
rs11171739-<b>C</b>,"1 x 10-11",,0.42,1.34,'-,[1.17-1.54],ERBB3,"Type 1 diabetes","type I diabetes mellitus",GCST000043,12:56076841
rs12708716-<b>A</b>,"5 x 10-7",,0.65,1.19,'-,[0.97-1.45],CLEC16A,"Type 1 diabetes","type I diabetes mellitus",GCST000043,16:11086016
rs11052552-<b>G</b>,"7 x 10-7",,0.49,1.49,'-,[1.28-1.73],"CLEC2D, LINC02390","Type 1 diabetes","type I diabetes mellitus",GCST000043,12:9703362
rs17388568-<b>A</b>,"3 x 10-6",,0.26,1.26,'-,[1.11-1.42],ADAD1,"Type 1 diabetes","type I diabetes mellitus",GCST000043,4:122408207
rs3764021-<b>C</b>,"5 x 10-8",,0.47,1.57,'-,[1.38-1.79],CLEC2D,"Type 1 diabetes","type I diabetes mellitus",GCST000043,12:9681032
rs17166496-<b>G</b>,"5 x 10-6",,0.61,1.3,'-,[1.15-1.47],FSTL4,"Type 1 diabetes","type I diabetes mellitus",GCST000043,5:133293192
rs9272346-<b>G</b>,"5 x 10-134",,0.61,5.49,'-,[4.83-6.24],HLA-DQA1,"Type 1 diabetes","type I diabetes mellitus",GCST000043,6:32636595
rs1983890-<b>C</b>,"3 x 10-8",,0.642,1.2302363,'-,[1.14396450049362-1.32301382549448],"RBM17, PFKFB3","Latent autoimmune diabetes","latent autoimmune diabetes in adults",GCST007245,10:6136651
rs11755527-<b>?</b>,"1 x 10-7",,0.443857,1.203898,'-,[1.125016-1.288312],BACH2,"Latent autoimmune diabetes","latent autoimmune diabetes in adults",GCST007245,6:90248512
rs11888640-<b>?</b>,"2 x 10-6",,0.481522,1.1833298,'-,[1.1-1.27],THADA,"Latent autoimmune diabetes","latent autoimmune diabetes in adults",GCST007245,2:43579243
rs9273368-<b>?</b>,"3 x 10-78",,0.301,2.439,'-,[2.222-2.676],"HLA-DQA1, HLA-DQB1","Latent autoimmune diabetes vs. type 2 diabetes","latent autoimmune diabetes in adults, type II diabetes mellitus",GCST007246,6:32658698
rs689-<b>?</b>,"1 x 10-18",,0.715,1.473,'-,[1.352-1.605],"INS-IGF2, INS","Latent autoimmune diabetes vs. type 2 diabetes","latent autoimmune diabetes in adults, type II diabetes mellitus",GCST007246,11:2160994
rs2476601-<b>?</b>,"5 x 10-16",,0.14,1.529,'-,[1.38-1.693],"PTPN22, AL137856.1","Latent autoimmune diabetes vs. type 2 diabetes","latent autoimmune diabetes in adults, type II diabetes mellitus",GCST007246,1:113834946
rs3184504-<b>?</b>,"2 x 10-8",,0.52,1.24,'-,[1.151-1.336],"ATXN2, SH2B3","Latent autoimmune diabetes vs. type 2 diabetes","latent autoimmune diabetes in adults, type II diabetes mellitus",GCST007246,12:111446804
