"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs1014897-<b>?</b>,"6 x 10-6",,NR,1.4817307,'-,[NR],ANGPT4,"Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,20:914814
rs8038734-<b>?</b>,"6 x 10-6",,NR,2.1375377,'-,[NR],ARIH1,"Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,15:72519061
rs4997950-<b>?</b>,"7 x 10-6",,NR,1.6716651,'-,[NR],"LINC01099, LINC01098","Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,4:177819494
rs10061074-<b>?</b>,"7 x 10-6",,NR,2.73556,'-,[1.72367-4.34148],"HIGD1AP3, MSX2","Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,5:174705751
rs17125439-<b>?</b>,"8 x 10-6",,NR,1.51359,'-,[1.2572-1.82226],AL078459.1,"Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,1:85302696
rs433852-<b>?</b>,"8 x 10-6",,NR,1.6849171,'-,[NR],FAM83E,"Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,19:48613847
rs7805053-<b>?</b>,"8 x 10-6",,NR,1.5306224,'-,[NR],AC060834.2,"Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,7:9684086
rs1340425-<b>?</b>,"8 x 10-6",,NR,1.63103,'-,[1.28704-2.06695],"LRRIQ3, AL591463.1","Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,1:73920165
rs12134133-<b>?</b>,"9 x 10-6",,NR,1.46044,'-,[1.22756-1.73751],AL596218.1,"Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,1:207284500
rs10071932-<b>?</b>,"9 x 10-6",,NR,1.4506525,'-,[NR],"AC025470.2, AC025470.1","Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,5:57358044
rs2525776-<b>?</b>,"1 x 10-8",,NR,3.3,'-,[2.1-5.1],"AC004866.1, AC005008.2","Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,7:81272303
rs76854344-<b>?</b>,"8 x 10-10",,NR,1.9,'-,[1.5-2.3],"AC079154.1, RN7SKP102","Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,2:123995579
rs72907046-<b>?</b>,"1 x 10-9",,NR,3.2,'-,[2.1-4.9],"TENT5A, AL590824.1","Posterior cortical atrophy and Alzheimer's disease","Alzheimer's disease, Posterior cortical atrophy",GCST003452,6:81418166
rs11168036-<b>T</b>,"7 x 10-9",,0.5,1.08,'-,[1.06-1.10],"PFDN1, HBEGF","Alzheimer's disease","Alzheimer's disease",GCST004246,5:140327854
rs7920721-<b>G</b>,"3 x 10-8",,0.4,1.08,'-,[1.06-1.10],"AL512631.1, AL512631.2","Alzheimer's disease","Alzheimer's disease",GCST004246,10:11678309
rs2632516-<b>?</b>,"4 x 10-8",,0.6,1.0869565,'-,[1.06-1.1],"TSPOAP1-AS1, AC004687.1","Alzheimer's disease","Alzheimer's disease",GCST004246,17:58331728
rs283811-<b>G</b>,"7 x 10-9",(AA),NR,1.34,'-,[1.21-1.47],"AC011481.2, NECTIN2","Alzheimer's disease","Alzheimer's disease",GCST004246,19:44885243
rs6857-<b>T</b>,"6 x 10-7",(AA),NR,1.27,'-,[1.15-1.40],"AC011481.2, NECTIN2","Alzheimer's disease","Alzheimer's disease",GCST004246,19:44888997
rs283811-<b>G</b>,"1 x 10-15",(Japanese),NR,2.56,'-,[2.02-3.24],"AC011481.2, NECTIN2","Alzheimer's disease","Alzheimer's disease",GCST004246,19:44885243
rs6857-<b>T</b>,"7 x 10-18",(Japanese),NR,3.22,'-,[2.45-4.24],"AC011481.2, NECTIN2","Alzheimer's disease","Alzheimer's disease",GCST004246,19:44888997
rs483082-<b>T</b>,"1 x 10-15",(Japanese),NR,2.8,'-,[2.17-3.61],AC011481.3,"Alzheimer's disease","Alzheimer's disease",GCST004246,19:44912921
rs11168036-<b>T</b>,"7 x 10-9",,NR,1.08,'-,[1.06-1.10],"PFDN1, HBEGF","Alzheimer's disease","Alzheimer's disease",GCST004246,5:140327854
rs12358692-<b>T</b>,"3 x 10-8",,NR,1.0869565,'-,[1.04-1.12],"AL512631.1, AL512631.2","Alzheimer's disease","Alzheimer's disease",GCST004246,10:11679103
rs2632516-<b>G</b>,"4 x 10-8",,NR,1.0869565,'-,[1.06-1.1],"TSPOAP1-AS1, AC004687.1","Alzheimer's disease","Alzheimer's disease",GCST004246,17:58331728
rs9749589-<b>T</b>,"2 x 10-8",,'-,1.3157895,'-,[1.2-1.45],NFIC,"Alzheimer's disease (APOE e4 interaction)","Alzheimer's disease",GCST004247,19:3405594
rs11168036-<b>T</b>,"1 x 10-6",,NR,1.11,'-,[1.06-1.15],"PFDN1, HBEGF","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST004249,5:140327854
rs11257238-<b>T</b>,"5 x 10-9",,NR,1.14,'-,[1.10-1.18],"AL512631.1, AL512631.2","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST004249,10:11675398
rs2632516-<b>G</b>,"4 x 10-6",,NR,1.098901,'-,[1.05-1.14],"TSPOAP1-AS1, AC004687.1","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST004249,17:58331728
rs41289512-<b>G</b>,"3 x 10-194",,NR,'-,"29.735075 z-score increase",NR,NECTIN2,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,19:44848259
rs4663105-<b>C</b>,"4 x 10-29",,NR,'-,"11.21158 z-score increase",NR,"AC110926.2, BIN1","Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,2:127133851
rs9331896-<b>C</b>,"1 x 10-18",,NR,'-,"8.82 z-score decrease",NR,CLU,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,8:27610169
rs983392-<b>G</b>,"5 x 10-11",,NR,'-,"6.56 z-score decrease",NR,"MS4A2, LINC02705","Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,11:60156035
rs10792832-<b>A</b>,"1 x 10-17",,NR,'-,"8.56 z-score decrease",NR,"LINC02695, RNU6-560P","Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,11:86156833
rs11218343-<b>C</b>,"6 x 10-11",,NR,'-,"6.55 z-score decrease",NR,SORL1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,11:121564878
rs10498633-<b>T</b>,"1 x 10-7",,NR,'-,"5.3 z-score decrease",NR,SLC24A4,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,14:92460608
rs4147929-<b>A</b>,"9 x 10-9",,NR,'-,"5.76 z-score increase",NR,ABCA7,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,19:1063444
rs7274581-<b>C</b>,"2 x 10-7",,NR,'-,"5.21 z-score decrease",NR,CASS4,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,20:56443204
rs7935829-<b>G</b>,"8 x 10-13",,NR,'-,"7.1575665 z-score decrease",NR,MS4A6A,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,11:60175342
rs1859788-<b>A</b>,"6 x 10-9",,NR,'-,"5.8154516 z-score decrease",NR,PILRA,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,7:100374211
rs6656401-<b>A</b>,"1 x 10-17",,NR,'-,"8.54 z-score increase",NR,CR1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,1:207518704
rs6733839-<b>T</b>,"1 x 10-29",,NR,'-,"11.3 z-score increase",NR,"BIN1, AC110926.2","Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,2:127135234
rs35349669-<b>T</b>,"8 x 10-6",,NR,'-,"4.46 z-score increase",NR,INPP5D,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,2:233159830
rs9271192-<b>C</b>,"5 x 10-7",,NR,'-,"5.02 z-score increase",NR,"HLA-DRB1, HLA-DQA1","Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,6:32610753
rs10948363-<b>G</b>,"7 x 10-8",,NR,'-,"5.39 z-score increase",NR,CD2AP,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,6:47520026
rs2718058-<b>G</b>,"1 x 10-6",,NR,'-,"4.87 z-score decrease",NR,"GPR141, EPDR1","Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,7:37801932
rs1476679-<b>C</b>,"2 x 10-7",,NR,'-,"5.21 z-score decrease",NR,ZCWPW1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,7:100406823
rs11771145-<b>A</b>,"4 x 10-8",,NR,'-,"5.49 z-score decrease",NR,EPHA1-AS1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,7:143413669
rs28834970-<b>C</b>,"7 x 10-8",,NR,'-,"5.39 z-score increase",NR,PTK2B,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,8:27337604
rs2632516-<b>C</b>,"1 x 10-9",,NR,'-,"6.0526648 z-score decrease",NR,"TSPOAP1-AS1, AC004687.1","Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,17:58331728
rs6014724-<b>G</b>,"9 x 10-8",,NR,'-,"5.351533 z-score decrease",NR,CASS4,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,20:56423488
rs9381563-<b>C</b>,"5 x 10-9",,NR,'-,"5.835869 z-score increase",NR,"AL451166.1, AL355353.2","Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,6:47464901
rs3865444-<b>A</b>,"4 x 10-8",,NR,'-,"5.4802556 z-score decrease",NR,"CD33, SIGLEC22P","Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,19:51224706
rs4236673-<b>A</b>,"6 x 10-20",,NR,'-,"9.13808 z-score decrease",NR,CLU,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,8:27607412
rs11257242-<b>C</b>,"2 x 10-8",,NR,'-,"5.5817 z-score decrease",NR,"AL512631.2, AL512631.1","Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,10:11679120
rs11763230-<b>T</b>,"3 x 10-11",,NR,'-,"6.6686625 z-score decrease",NR,EPHA1-AS1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,7:143411748
rs9269853-<b>A</b>,"3 x 10-8",,NR,'-,"5.5623274 z-score increase",NR,HLA-DRB1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,6:32582545
rs7657553-<b>A</b>,"2 x 10-8",,NR,'-,"5.5982833 z-score increase",NR,AC005699.1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,4:11721611
rs10933431-<b>G</b>,"2 x 10-6",,NR,'-,"4.7898254 z-score decrease",NR,INPP5D,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,2:233117202
rs113260531-<b>A</b>,"3 x 10-6",,NR,'-,"4.6568017 z-score increase",NR,AC087500.1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,17:5235685
rs12590654-<b>A</b>,"2 x 10-8",,NR,'-,"5.614125 z-score decrease",NR,SLC24A4,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,14:92472511
rs8093731-<b>T</b>,"5 x 10-8",,NR,'-,"5.4649644 z-score decrease",NR,DSG2,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST007319,18:31508995
rs28399637-<b>A</b>,"2 x 10-143",,0.3156,'-,"25.508192 z-unit increase",NR,BCAM,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44820881
rs11218343-<b>C</b>,"1 x 10-11",,0.03743,'-,"6.79 z-unit decrease",NR,SORL1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,11:121564878
rs11771145-<b>A</b>,"1 x 10-6",,0.3085,'-,"4.88 z-unit decrease",NR,EPHA1-AS1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,7:143413669
rs1476679-<b>C</b>,"6 x 10-14",,0.3085,'-,"7.51 z-unit decrease",NR,ZCWPW1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,7:100406823
rs28834970-<b>C</b>,"1 x 10-11",,0.3644,'-,"6.8 z-unit increase",NR,PTK2B,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,8:27337604
rs35349669-<b>T</b>,"5 x 10-9",,0.4983,'-,"5.85 z-unit increase",NR,INPP5D,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,2:233159830
rs4147929-<b>A</b>,"6 x 10-7",,NR,'-,"5.01 z-unit increase",NR,ABCA7,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:1063444
rs6656401-<b>A</b>,"4 x 10-18",,0.1782,'-,"8.67 z-unit increase",NR,CR1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,1:207518704
rs6733839-<b>T</b>,"1 x 10-29",,0.3797,'-,"11.3 z-unit increase",NR,"BIN1, AC110926.2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,2:127135234
rs7274581-<b>C</b>,"3 x 10-8",,0.084,'-,"5.53 z-unit decrease",NR,CASS4,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,20:56443204
rs9331896-<b>C</b>,"7 x 10-17",,0.4107,'-,"8.35 z-unit decrease",NR,CLU,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,8:27610169
rs983392-<b>G</b>,"2 x 10-11",,0.4083,'-,"6.71 z-unit decrease",NR,"MS4A2, LINC02705","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,11:60156035
rs114360492-<b>T</b>,"2 x 10-9",,2.59E-4,'-,"5.99 z-unit increase",NR,CNTNAP2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,7:146252937
rs184384746-<b>T</b>,"1 x 10-8",,0.002,'-,"5.69 z-unit increase",NR,"HESX1, IL17RD","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,3:57192122
rs187370608-<b>A</b>,"1 x 10-16",,0.002,'-,"8.26 z-unit increase",NR,"AL583854.1, UNC5CL","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,6:40974457
rs76726049-<b>C</b>,"3 x 10-8",,0.014,'-,"5.52 z-unit increase",NR,ALPK2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,18:58522227
rs41289512-<b>G</b>,"6 x 10-276",,0.039,'-,"35.5 z-unit increase",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44848259
rs76320948-<b>T</b>,"5 x 10-8",,0.046,'-,"5.46 z-unit increase",NR,BHMG1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45738583
rs6014724-<b>G</b>,"7 x 10-10",,0.089,'-,"6.18 z-unit decrease",NR,CASS4,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,20:56423488
rs113260531-<b>A</b>,"9 x 10-10",,0.12,'-,"6.12 z-unit increase",NR,AC087500.1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,17:5235685
rs117618017-<b>T</b>,"3 x 10-8",,0.132,'-,"5.52 z-unit increase",NR,APH1B,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,15:63277703
rs111278892-<b>G</b>,"8 x 10-11",,0.161,'-,"6.5 z-unit increase",NR,"ABCA7, CNN2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:1039324
rs2093760-<b>A</b>,"1 x 10-18",,0.205,'-,"8.82 z-unit increase",NR,CR1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,1:207613483
rs10933431-<b>G</b>,"9 x 10-10",,0.235,'-,"6.13 z-unit decrease",NR,INPP5D,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,2:233117202
rs4575098-<b>A</b>,"2 x 10-10",,0.24,'-,"6.36 z-unit increase",NR,ADAMTS4,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,1:161185602
rs6448453-<b>A</b>,"2 x 10-9",,0.252,'-,"6 z-unit increase",NR,"LINC02498, MIR572","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,4:11024404
rs59735493-<b>A</b>,"4 x 10-8",,0.3,'-,"5.49 z-unit decrease",NR,KAT8,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,16:31121779
rs1859788-<b>A</b>,"2 x 10-15",,0.31,'-,"7.93 z-unit decrease",NR,PILRA,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,7:100374211
rs867611-<b>G</b>,"2 x 10-18",,0.314,'-,"8.75 z-unit decrease",NR,PICALM,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,11:86065502
rs3865444-<b>A</b>,"6 x 10-9",,0.32,'-,"5.81 z-unit decrease",NR,"CD33, SIGLEC22P","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:51224706
rs442495-<b>C</b>,"1 x 10-9",,0.32,'-,"6.07 z-unit decrease",NR,ADAM10,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,15:58730416
rs12590654-<b>A</b>,"2 x 10-10",,0.344,'-,"6.39 z-unit decrease",NR,SLC24A4,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,14:92472511
rs9381563-<b>C</b>,"3 x 10-10",,0.355,'-,"6.33 z-unit increase",NR,"AL451166.1, AL355353.2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,6:47464901
rs11257238-<b>C</b>,"1 x 10-8",,0.375,'-,"5.69 z-unit increase",NR,"AL512631.1, AL512631.2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,10:11675398
rs2081545-<b>A</b>,"2 x 10-15",,0.381,'-,"7.97 z-unit decrease",NR,MS4A4A,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,11:60190907
rs4236673-<b>A</b>,"3 x 10-19",,0.391,'-,"8.98 z-unit decrease",NR,CLU,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,8:27607412
rs4663105-<b>C</b>,"3 x 10-44",,0.415,'-,"13.94 z-unit increase",NR,"AC110926.2, BIN1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,2:127133851
rs2632516-<b>C</b>,"1 x 10-6",,0.455,'-,"4.9 z-unit decrease",NR,"TSPOAP1-AS1, AC004687.1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,17:58331728
rs28394864-<b>A</b>,"2 x 10-8",,0.473,'-,"5.62 z-unit increase",NR,AC091180.6,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,17:49373413
rs7810606-<b>T</b>,"4 x 10-11",,0.5,'-,"6.62 z-unit decrease",NR,EPHA1-AS1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,7:143411065
rs7412-<b>T</b>,"1 x 10-99",,0.07994,'-,"21.199877 z-unit decrease",NR,APOE,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44908822
rs138607350-<b>G</b>,"3 x 10-65",,0.00629,'-,"17.060017 z-unit increase",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44860563
rs79701229-<b>A</b>,"1 x 10-64",,0.01276,'-,"16.990263 z-unit increase",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44881674
rs10407439-<b>A</b>,"1 x 10-58",,0.296,'-,"16.138115 z-unit decrease",NR,"BCAM, NECTIN2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44838691
rs2965169-<b>C</b>,"3 x 10-57",,0.3883,'-,"15.944032 z-unit decrease",NR,BCL3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44747899
rs116949436-<b>A</b>,"7 x 10-50",,0.01073,'-,"14.848961 z-unit increase",NR,CLPTM1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44960129
rs55923289-<b>C</b>,"3 x 10-44",,0.13,'-,"13.958599 z-unit increase",NR,"AC243964.2, BCL3","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44737327
rs28469095-<b>C</b>,"2 x 10-38",,0.09149,'-,"12.963469 z-unit increase",NR,"NKPD1, MARK4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45152075
rs111371860-<b>T</b>,"6 x 10-35",,0.06009,'-,"12.327317 z-unit decrease",NR,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44842530
rs2967668-<b>G</b>,"7 x 10-25",,0.1098,'-,"10.3022 z-unit decrease",NR,CBLC,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44799694
rs76692773-<b>T</b>,"9 x 10-24",,0.07319,'-,"10.04716 z-unit decrease",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44890954
rs11672748-<b>G</b>,"1 x 10-23",,0.3171,'-,"10.028075 z-unit increase",NR,CLPTM1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44986934
rs595290-<b>C</b>,"7 x 10-23",,0.1582,'-,"9.847612 z-unit increase",NR,"MARK4, BLOC1S3","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45205150
rs346757-<b>C</b>,"2 x 10-22",,0.08386,'-,"9.756002 z-unit increase",NR,"MARK4, EXOC3L2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45222190
rs34874378-<b>A</b>,"9 x 10-22",,0.04366,'-,"9.593067 z-unit increase",NR,RELB,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45013623
rs183427010-<b>A</b>,"3 x 10-21",,0.004629,'-,"9.459884 z-unit increase",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44863241
rs111740474-<b>A</b>,"5 x 10-21",,0.01165,'-,"9.402366 z-unit increase",NR,AC243964.3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44720227
rs1160984-<b>T</b>,"2 x 10-20",,0.05762,'-,"9.292308 z-unit decrease",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44900667
rs11665676-<b>T</b>,"1 x 10-19",,0.05183,'-,"9.089448 z-unit decrease",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44875462
rs561654715-<b>A</b>,"9 x 10-19",,0.002832,'-,"8.842536 z-unit increase",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44890947
rs55840414-<b>A</b>,"5 x 10-18",,0.1183,'-,"8.655959 z-unit decrease",NR,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44840322
rs112481437-<b>A</b>,"1 x 10-17",,0.02337,'-,"8.578216 z-unit increase",NR,CLASRP,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45045877
rs203709-<b>A</b>,"4 x 10-17",,0.2645,'-,"8.408471 z-unit decrease",NR,"PVR, AC243964.3","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44658298
rs11881756-<b>C</b>,"5 x 10-17",,0.1138,'-,"8.381871 z-unit decrease",NR,AC243964.3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44717621
rs76856627-<b>G</b>,"1 x 10-16",,0.0329,'-,"8.306043 z-unit increase",NR,CLASRP,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45040497
rs60239918-<b>T</b>,"2 x 10-15",,0.03999,'-,"7.945099 z-unit increase",NR,GEMIN7-AS1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45077114
rs41290100-<b>T</b>,"2 x 10-15",,0.02432,'-,"7.9216814 z-unit decrease",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44867684
rs846876-<b>C</b>,"1 x 10-14",,0.3755,'-,"7.715924 z-unit decrease",NR,CEACAM22P,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44576817
rs147188206-<b>C</b>,"3 x 10-14",,0.008636,'-,"7.5976734 z-unit increase",NR,CLASRP,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45049329
