"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs1623003-<b>T</b>,"6 x 10-7",,0.667,'-,"0.034 unit decrease",[0.02-0.048],NPC1,"Coronary artery disease","coronary artery disease",GCST005194,18:23585199
rs13088645-<b>A</b>,"5 x 10-7",,0.424,'-,"0.033 unit increase",[0.019-0.047],"ANAPC13, HMGB3P13","Coronary artery disease","coronary artery disease",GCST005194,3:134438421
rs216158-<b>C</b>,"5 x 10-7",,0.589,'-,"0.033 unit increase",[0.019-0.047],MYH11,"Coronary artery disease","coronary artery disease",GCST005194,16:15823981
rs35099186-<b>T</b>,"1 x 10-6",,0.782,'-,"0.038 unit increase",[0.022-0.054],ST3GAL4,"Coronary artery disease","coronary artery disease",GCST005194,11:126384371
rs2454899-<b>A</b>,"4 x 10-7",,0.367,'-,"0.034 unit decrease",[0.02-0.048],LINC01950,"Coronary artery disease","coronary artery disease",GCST005194,5:106929424
rs4800401-<b>T</b>,"4 x 10-7",,0.582,'-,"0.033 unit increase",[0.021-0.045],"AC099849.1, RPS4XP18","Coronary artery disease","coronary artery disease",GCST005194,18:22423662
rs12154802-<b>A</b>,"3 x 10-7",,0.313,'-,"0.037 unit decrease",[0.023-0.051],TBX20,"Coronary artery disease","coronary artery disease",GCST005194,7:35217909
rs67807996-<b>A</b>,"7 x 10-6",,0.364,'-,"0.034 unit increase",[0.018-0.05],"AC244033.2, OTUD7B","Coronary artery disease","coronary artery disease",GCST005194,1:150023307
rs35006-<b>C</b>,"2 x 10-7",,0.697,'-,"0.035 unit increase",[0.021-0.049],ARL15,"Coronary artery disease","coronary artery disease",GCST005194,5:54146895
rs10961206-<b>A</b>,"2 x 10-7",,0.901,'-,"0.057 unit increase",[0.035-0.079],AL583785.1,"Coronary artery disease","coronary artery disease",GCST005194,9:13724052
rs10121140-<b>A</b>,"4 x 10-6",,0.322,'-,"0.031 unit decrease",[0.017-0.045],NFIB,"Coronary artery disease","coronary artery disease",GCST005194,9:14292721
rs10055631-<b>A</b>,"2 x 10-6",,0.739,'-,"0.035 unit increase",[0.021-0.049],MAST4,"Coronary artery disease","coronary artery disease",GCST005194,5:67009610
rs256277-<b>T</b>,"2 x 10-7",,0.623,'-,"0.035 unit increase",[0.021-0.049],"EPB41L4A, NREP-AS1","Coronary artery disease","coronary artery disease",GCST005194,5:112071113
rs60787346-<b>A</b>,"5 x 10-6",,0.701,'-,"0.032 unit decrease",[0.018-0.046],HSF2BP,"Coronary artery disease","coronary artery disease",GCST005194,21:43590437
rs111684993-<b>A</b>,"3 x 10-7",,0.64,'-,"0.034 unit decrease",[0.02-0.048],"INO80, AC021753.1","Coronary artery disease","coronary artery disease",GCST005194,15:41144539
rs11690462-<b>A</b>,"2 x 10-7",,0.316,'-,"0.036 unit decrease",[0.022-0.05],SELENOI,"Coronary artery disease","coronary artery disease",GCST005194,2:26367659
rs1291621-<b>A</b>,"2 x 10-7",,0.022,'-,"0.128 unit increase",[0.081-0.175],SCAF11,"Coronary artery disease","coronary artery disease",GCST005194,12:45947038
rs13010737-<b>A</b>,"7 x 10-7",,0.313,'-,"0.035 unit decrease",[0.021-0.049],"AC079793.1, ARHGAP15","Coronary artery disease","coronary artery disease",GCST005194,2:143442474
rs877549-<b>A</b>,"1 x 10-7",,0.118,'-,"0.047 unit increase",[0.029-0.065],AC004264.2,"Coronary artery disease","coronary artery disease",GCST005194,22:30276431
rs4345206-<b>T</b>,"9 x 10-8",,0.464,'-,"0.034 unit increase",[0.022-0.046],ZNF827,"Coronary artery disease","coronary artery disease",GCST005194,4:145845384
rs4753788-<b>A</b>,"7 x 10-8",,0.537,'-,"0.034 unit decrease",[0.022-0.046],"AP000766.1, AP003057.1","Coronary artery disease","coronary artery disease",GCST005194,11:107221129
rs2546343-<b>T</b>,"7 x 10-7",,0.647,'-,"0.034 unit decrease",[0.02-0.048],PRDM6,"Coronary artery disease","coronary artery disease",GCST005194,5:123098971
rs12315434-<b>A</b>,"5 x 10-7",,0.796,'-,"0.04 unit increase",[0.024-0.056],R3HDM2,"Coronary artery disease","coronary artery disease",GCST005194,12:57387153
rs2107732-<b>A</b>,"2 x 10-7",,0.087,'-,"0.061 unit decrease",[0.037-0.085],CCM2,"Coronary artery disease","coronary artery disease",GCST005194,7:45038379
rs56079296-<b>A</b>,"2 x 10-7",,0.189,'-,"0.042 unit increase",[0.026-0.058],"FTMT, SRFBP1","Coronary artery disease","coronary artery disease",GCST005194,5:121941102
rs9964304-<b>A</b>,"1 x 10-9",,0.716,'-,"0.0382 unit decrease",[0.026-0.051],"SMUG1P1, AC090227.3","Coronary artery disease","coronary artery disease",GCST005195,18:49703347
rs112635299-<b>T</b>,"8 x 10-10",,0.0193,'-,"0.1363 unit decrease",[0.093-0.18],"SERPINA2, SERPINA1","Coronary artery disease","coronary artery disease",GCST005195,14:94371805
rs10093110-<b>A</b>,"2 x 10-8",,0.4167,'-,"0.0319 unit decrease",[0.021-0.043],"ZFPM2, ZFPM2-AS1","Coronary artery disease","coronary artery disease",GCST005195,8:105553186
rs4266144-<b>C</b>,"1 x 10-8",,0.6774,'-,"0.0346 unit decrease",[0.023-0.047],LINC00881,"Coronary artery disease","coronary artery disease",GCST005195,3:157134803
rs17581137-<b>A</b>,"1 x 10-8",,0.754,'-,"0.0373 unit increase",[0.025-0.05],"LINC00924, AC015574.1","Coronary artery disease","coronary artery disease",GCST005195,15:95603185
rs1321309-<b>A</b>,"3 x 10-8",,0.4907,'-,"0.028 unit increase",[0.018-0.038],"RNU1-88P, AL121715.1","Coronary artery disease","coronary artery disease",GCST005195,6:36670859
rs11838267-<b>T</b>,"6 x 10-10",,0.8679,'-,"0.0514 unit increase",[0.035-0.068],C1S,"Coronary artery disease","coronary artery disease",GCST005195,12:7068568
rs2107732-<b>A</b>,"4 x 10-8",,0.0874,'-,"0.0567 unit decrease",[0.037-0.077],CCM2,"Coronary artery disease","coronary artery disease",GCST005195,7:45038379
rs11677932-<b>A</b>,"3 x 10-8",,0.3157,'-,"0.0339 unit decrease",[0.022-0.046],"AC112715.1, COL6A3","Coronary artery disease","coronary artery disease",GCST005195,2:237315312
rs60154123-<b>T</b>,"3 x 10-8",,0.1501,'-,"0.0444 unit increase",[0.029-0.06],"AL035414.1, ST13P19","Coronary artery disease","coronary artery disease",GCST005195,1:210295654
rs3827066-<b>T</b>,"4 x 10-9",,0.1437,'-,"0.0424 unit increase",[0.028-0.057],ZNF335,"Coronary artery disease","coronary artery disease",GCST005195,20:45957384
rs885150-<b>T</b>,"8 x 10-10",,0.7304,'-,"0.0355 unit decrease",[0.024-0.047],DAB2IP,"Coronary artery disease","coronary artery disease",GCST005195,9:121657894
rs4613862-<b>A</b>,"7 x 10-10",,0.5314,'-,"0.0319 unit increase",[0.022-0.042],LINC02542,"Coronary artery disease","coronary artery disease",GCST005195,6:81902554
rs10267593-<b>A</b>,"2 x 10-8",,0.2012,'-,"0.036 unit decrease",[0.023-0.049],"AC069288.1, MAD1L1","Coronary artery disease","coronary artery disease",GCST005195,7:1897625
rs12500824-<b>A</b>,"2 x 10-10",,0.3565,'-,"0.0336 unit increase",[0.023-0.044],SHROOM3,"Coronary artery disease","coronary artery disease",GCST005195,4:76495474
rs1591805-<b>A</b>,"1 x 10-10",,0.4927,'-,"0.037 unit increase",[0.026-0.048],AL356534.1,"Coronary artery disease","coronary artery disease",GCST005195,6:126395918
rs17680741-<b>T</b>,"2 x 10-11",,0.7152,'-,"0.042 unit increase",[0.03-0.054],TSPAN14,"Coronary artery disease","coronary artery disease",GCST005195,10:80491758
rs4754698-<b>C</b>,"7 x 10-11",,0.5399,'-,"0.0368 unit decrease",[0.026-0.048],ARHGAP42,"Coronary artery disease","coronary artery disease",GCST005195,11:100761177
rs2493298-<b>A</b>,"1 x 10-9",,0.1355,'-,"0.0514 unit increase",[0.035-0.068],PRDM16,"Coronary artery disease","coronary artery disease",GCST005195,1:3409348
rs11806316-<b>A</b>,"4 x 10-10",,0.3668,'-,"0.0337 unit decrease",[0.023-0.044],"AL049825.1, LINC01765","Coronary artery disease","coronary artery disease",GCST005195,1:115210861
rs12999907-<b>A</b>,"6 x 10-11",,0.8189,'-,"0.0482 unit increase",[0.034-0.063],AC016766.1,"Coronary artery disease","coronary artery disease",GCST005195,2:164100741
rs6905288-<b>A</b>,"4 x 10-12",,0.5807,'-,"0.0386 unit increase",[0.028-0.05],"AL157371.2, VEGFA","Coronary artery disease","coronary artery disease",GCST005195,6:43791136
rs7696431-<b>T</b>,"3 x 10-8",,0.5098,'-,"0.0311 unit increase",[0.02-0.042],PALLD,"Coronary artery disease","coronary artery disease",GCST005195,4:168766574
rs4918072-<b>A</b>,"1 x 10-9",,0.2713,'-,"0.0386 unit increase",[0.026-0.051],"STN1, SLK","Coronary artery disease","coronary artery disease",GCST005195,10:103933886
rs7617773-<b>T</b>,"3 x 10-11",,0.6693,'-,"0.0355 unit increase",[0.025-0.046],"AC124916.1, CDC25A","Coronary artery disease","coronary artery disease",GCST005195,3:48152025
rs11601507-<b>A</b>,"6 x 10-13",,0.0739,'-,"0.0782 unit increase",[0.057-0.099],TRIM5,"Coronary artery disease","coronary artery disease",GCST005195,11:5679844
rs11509880-<b>A</b>,"3 x 10-8",,0.3612,'-,"0.0327 unit increase",[0.021-0.044],TMEM106B,"Coronary artery disease","coronary artery disease",GCST005195,7:12222285
rs1317507-<b>A</b>,"8 x 10-12",,0.2608,'-,"0.0398 unit increase",[0.028-0.051],MCF2L,"Coronary artery disease","coronary artery disease",GCST005195,13:112977466
rs12897-<b>A</b>,"1 x 10-9",,0.5914,'-,"0.0358 unit decrease",[0.024-0.047],FNDC3B,"Coronary artery disease","coronary artery disease",GCST005195,3:172398112
rs11107903-<b>A</b>,"1 x 10-12",,0.0768,'-,"0.0747 unit decrease",[0.054-0.095],FGD6,"Coronary artery disease","coronary artery disease",GCST005195,12:95114195
rs7199941-<b>A</b>,"9 x 10-13",,0.3982,'-,"0.0367 unit increase",[0.027-0.047],PLCG2,"Coronary artery disease","coronary artery disease",GCST005195,16:81872818
rs112941079-<b>A</b>,"4 x 10-13",,0.8676,'-,"0.0615 unit increase",[0.045-0.078],SEMA5A,"Coronary artery disease","coronary artery disease",GCST005195,5:9545986
rs71566846-<b>T</b>,"3 x 10-13",,0.0662,'-,"0.0829 unit increase",[0.061-0.105],"PRIM2, RAB23","Coronary artery disease","coronary artery disease",GCST005195,6:57283373
rs7251815-<b>T</b>,"1 x 10-13",,0.2162,'-,"0.0511 unit increase",[0.038-0.065],"MAP1S, AC008761.1","Coronary artery disease","coronary artery disease",GCST005195,19:17734133
rs2832227-<b>A</b>,"4 x 10-9",,0.8258,'-,"0.0393 unit decrease",[0.026-0.052],MAP3K7CL,"Coronary artery disease","coronary artery disease",GCST005195,21:29160755
rs10512861-<b>T</b>,"3 x 10-9",,0.1433,'-,"0.0431 unit decrease",[0.029-0.057],"DNAJC13, ACAD11","Coronary artery disease","coronary artery disease",GCST005195,3:132539117
rs7998440-<b>A</b>,"1 x 10-10",,0.3549,'-,"0.0383 unit decrease",[0.027-0.05],"PDS5B, N4BP2L2","Coronary artery disease","coronary artery disease",GCST005195,13:32551069
rs6984210-<b>C</b>,"1 x 10-11",,0.939,'-,"0.0784 unit decrease",[0.056-0.101],BMP1,"Coronary artery disease","coronary artery disease",GCST005195,8:22176102
rs4072980-<b>A</b>,"4 x 10-10",,0.4303,'-,"0.0326 unit decrease",[0.022-0.043],"SF3A3, RNU6-510P","Coronary artery disease","coronary artery disease",GCST005195,1:37990434
rs11099493-<b>A</b>,"2 x 10-10",,0.6924,'-,"0.039 unit increase",[0.027-0.051],RASGEF1B,"Coronary artery disease","coronary artery disease",GCST005195,4:81665896
rs6997340-<b>T</b>,"5 x 10-9",,0.3025,'-,"0.0331 unit increase",[0.022-0.044],"NAT2, PSD3","Coronary artery disease","coronary artery disease",GCST005195,8:18429487
rs944172-<b>T</b>,"4 x 10-12",,0.7197,'-,"0.0395 unit decrease",[0.028-0.051],"RNU6-1064P, RNU6-996P","Coronary artery disease","coronary artery disease",GCST005195,9:107755513
rs2074164-<b>C</b>,"7 x 10-9",,0.1956,'-,"0.0423 unit increase",[0.028-0.057],KAT2A,"Coronary artery disease","coronary artery disease",GCST005195,17:42118220
rs11080107-<b>T</b>,"3 x 10-10",,0.5146,'-,"0.0358 unit decrease",[0.025-0.047],"ABHD15-AS1, ANKRD13B","Coronary artery disease","coronary artery disease",GCST005195,17:29611406
rs11591147-<b>T</b>,"2 x 10-22",,0.0164,'-,"0.2406 unit decrease",[0.19-0.29],PCSK9,"Coronary artery disease","coronary artery disease",GCST005195,1:55039974
rs273909-<b>A</b>,"5 x 10-10",,0.8754,'-,"0.0488 unit decrease",[0.034-0.064],"MIR3936HG, SLC22A4","Coronary artery disease","coronary artery disease",GCST005195,5:132331660
rs2252641-<b>T</b>,"5 x 10-13",,0.5299,'-,"0.0368 unit decrease",[0.027-0.047],TEX41,"Coronary artery disease","coronary artery disease",GCST005195,2:145043894
rs1250229-<b>T</b>,"2 x 10-13",,0.2722,'-,"0.0435 unit increase",[0.032-0.055],"AC012462.1, AC012462.3","Coronary artery disease","coronary artery disease",GCST005195,2:215439661
rs7692387-<b>A</b>,"3 x 10-23",,0.1892,'-,"0.0643 unit decrease",[0.052-0.077],GUCY1A1,"Coronary artery disease","coronary artery disease",GCST005195,4:155714157
rs1870634-<b>T</b>,"4 x 10-24",,0.3511,'-,"0.06 unit decrease",[0.048-0.072],"LINC00841, AL137026.2","Coronary artery disease","coronary artery disease",GCST005195,10:43985363
rs9349379-<b>A</b>,"3 x 10-77",,0.588,'-,"0.121 unit decrease",[0.11-0.13],PHACTR1,"Coronary artery disease","coronary artery disease",GCST005194,6:12903725
rs12214416-<b>A</b>,"9 x 10-7",,0.048,'-,"0.069 unit decrease",[0.042-0.096],LPAL2,"Coronary artery disease","coronary artery disease",GCST005194,6:160489485
rs147555597-<b>A</b>,"3 x 10-31",,0.009,'-,"0.398 unit increase",[0.33-0.46],LPAL2,"Coronary artery disease","coronary artery disease",GCST005194,6:160490564
rs55730499-<b>T</b>,"3 x 10-154",,0.069,'-,"0.337 unit increase",[0.31-0.36],LPA,"Coronary artery disease","coronary artery disease",GCST005194,6:160584578
rs140570886-<b>T</b>,"3 x 10-87",,0.983,'-,"0.481 unit decrease",[0.43-0.53],LPA,"Coronary artery disease","coronary artery disease",GCST005194,6:160591981
rs73596816-<b>A</b>,"3 x 10-10",,0.033,'-,"0.118 unit increase",[0.081-0.155],LPA,"Coronary artery disease","coronary artery disease",GCST005194,6:160596331
rs145099029-<b>A</b>,"5 x 10-7",,0.993,'-,"0.204 unit decrease",[0.13-0.28],"AL109933.3, AL391361.2","Coronary artery disease","coronary artery disease",GCST005194,6:160871806
rs145542470-<b>A</b>,"6 x 10-10",,0.018,'-,"0.158 unit increase",[0.11-0.21],AL359922.1,"Coronary artery disease","coronary artery disease",GCST005194,9:21953100
rs2891168-<b>A</b>,"5 x 10-204",,0.525,'-,"0.189 unit decrease",[0.18-0.2],CDKN2B-AS1,"Coronary artery disease","coronary artery disease",GCST005194,9:22098620
rs36096196-<b>T</b>,"1 x 10-8",,0.1483,'-,"0.0469 unit increase",[0.031-0.063],AL590822.3,"Coronary artery disease","coronary artery disease",GCST005195,1:2320766
rs76954792-<b>T</b>,"1 x 10-8",,0.2197,'-,"0.0393 unit increase",[0.026-0.053],"AC007923.3, AC007923.2","Coronary artery disease","coronary artery disease",GCST005195,17:31706495
rs7797644-<b>T</b>,"2 x 10-8",,0.2321,'-,"0.0386 unit decrease",[0.025-0.052],"DAGLB, KDELR2","Coronary artery disease","coronary artery disease",GCST005195,7:6446436
rs4752700-<b>A</b>,"8 x 10-11",,0.5508,'-,"0.0332 unit decrease",[0.023-0.043],HTRA1,"Coronary artery disease","coronary artery disease",GCST005195,10:122478096
rs975722-<b>A</b>,"4 x 10-8",,0.595,'-,"0.0283 unit decrease",[0.018-0.038],CFTR,"Coronary artery disease","coronary artery disease",GCST005195,7:117692860
rs260020-<b>T</b>,"8 x 10-10",,0.1309,'-,"0.0518 unit increase",[0.035-0.068],ZNF831,"Coronary artery disease","coronary artery disease",GCST005195,20:59138970
rs667920-<b>T</b>,"6 x 10-15",,0.7751,'-,"0.0489 unit increase",[0.037-0.061],STAG1,"Coronary artery disease","coronary artery disease",GCST005195,3:136350630
rs3936511-<b>A</b>,"4 x 10-8",,0.823,'-,"0.0366 unit decrease",[0.023-0.05],C5orf67,"Coronary artery disease","coronary artery disease",GCST005195,5:56564954
rs6102343-<b>A</b>,"1 x 10-8",,0.2467,'-,"0.0372 unit increase",[0.024-0.05],ZHX3,"Coronary artery disease","coronary artery disease",GCST005195,20:41295639
rs7633770-<b>A</b>,"1 x 10-8",,0.4061,'-,"0.0295 unit increase",[0.019-0.04],"FAM240A, AC104304.3","Coronary artery disease","coronary artery disease",GCST005195,3:46647072
rs2145598-<b>A</b>,"4 x 10-8",,0.5758,'-,"0.0283 unit decrease",[0.018-0.038],ARID4A,"Coronary artery disease","coronary artery disease",GCST005195,14:58327283
rs7116641-<b>T</b>,"1 x 10-8",,0.6877,'-,"0.0314 unit decrease",[0.021-0.042],AC068205.2,"Coronary artery disease","coronary artery disease",GCST005195,11:43675367
rs3775058-<b>A</b>,"8 x 10-9",,0.2341,'-,"0.0386 unit increase",[0.025-0.052],UNC5C,"Coronary artery disease","coronary artery disease",GCST005195,4:95196220
rs61848342-<b>T</b>,"6 x 10-10",,0.6355,'-,"0.0363 unit decrease",[0.025-0.048],"RN7SL198P, CDC123","Coronary artery disease","coronary artery disease",GCST005195,10:12261814
rs582384-<b>A</b>,"8 x 10-9",,0.5251,'-,"0.0332 unit increase",[0.022-0.045],PRKCE,"Coronary artery disease","coronary artery disease",GCST005195,2:45669298
rs17080091-<b>T</b>,"6 x 10-9",,0.0839,'-,"0.0537 unit decrease",[0.036-0.072],PLEKHG1,"Coronary artery disease","coronary artery disease",GCST005195,6:150676265
rs3740390-<b>T</b>,"5 x 10-15",,0.1066,'-,"0.0662 unit decrease",[0.05-0.083],"BORCS7-ASMT, AS3MT","Coronary artery disease","coronary artery disease",GCST005195,10:102878723
rs8003602-<b>T</b>,"3 x 10-16",,0.2681,'-,"0.0539 unit decrease",[0.041-0.067],"CYP46A1, HHIPL1","Coronary artery disease","coronary artery disease",GCST005195,14:99682624
rs8046696-<b>T</b>,"2 x 10-16",,0.4311,'-,"0.0479 unit decrease",[0.037-0.059],CFDP1,"Coronary artery disease","coronary artery disease",GCST005195,16:75408245
rs515135-<b>T</b>,"6 x 10-17",,0.1837,'-,"0.0555 unit decrease",[0.043-0.068],"APOB, AC010872.2","Coronary artery disease","coronary artery disease",GCST005195,2:21063185
rs7412-<b>T</b>,"2 x 10-35",,0.079,'-,"0.1368 unit decrease",[0.12-0.16],APOE,"Coronary artery disease","coronary artery disease",GCST005195,19:44908822
rs606452-<b>A</b>,"5 x 10-11",,0.1707,'-,"0.0466 unit decrease",[0.033-0.061],SERPINH1,"Coronary artery disease","coronary artery disease",GCST005195,11:75565133
rs1169288-<b>A</b>,"1 x 10-18",,0.6725,'-,"0.049 unit decrease",[0.038-0.06],"HNF1A-AS1, HNF1A","Coronary artery disease","coronary artery disease",GCST005195,12:120978847
rs3918226-<b>T</b>,"1 x 10-20",,0.0732,'-,"0.1071 unit increase",[0.085-0.13],NOS3,"Coronary artery disease","coronary artery disease",GCST005195,7:150993088
rs1412444-<b>T</b>,"2 x 10-21",,0.3527,'-,"0.0559 unit increase",[0.044-0.067],LIPA,"Coronary artery disease","coronary artery disease",GCST005195,10:89243170
rs6982502-<b>T</b>,"8 x 10-23",,0.5298,'-,"0.0498 unit decrease",[0.04-0.06],AC091114.1,"Coronary artery disease","coronary artery disease",GCST005195,8:125467120
rs7173743-<b>T</b>,"5 x 10-36",,0.5542,'-,"0.0636 unit increase",[0.054-0.074],MORF4L1,"Coronary artery disease","coronary artery disease",GCST005195,15:78849442
rs6841581-<b>A</b>,"5 x 10-24",,0.1559,'-,"0.0751 unit increase",[0.061-0.09],"PRMT5P1, EDNRA","Coronary artery disease","coronary artery disease",GCST005195,4:147480038
rs2107595-<b>A</b>,"1 x 10-24",,0.1767,'-,"0.0752 unit increase",[0.061-0.09],"TWIST1, HDAC9","Coronary artery disease","coronary artery disease",GCST005195,7:19009765
rs28451064-<b>A</b>,"3 x 10-33",,0.1239,'-,"0.1083 unit increase",[0.091-0.126],"AP000317.2, AP000317.1","Coronary artery disease","coronary artery disease",GCST005195,21:34221526
rs867186-<b>A</b>,"7 x 10-12",,0.8971,'-,"0.0573 unit increase",[0.041-0.074],PROCR,"Coronary artery disease","coronary artery disease",GCST005195,20:35176751
rs644045-<b>A</b>,"3 x 10-13",,0.3528,'-,"0.0413 unit decrease",[0.03-0.052],C2,"Coronary artery disease","coronary artery disease",GCST005195,6:31916180
rs6909752-<b>A</b>,"6 x 10-14",,0.3545,'-,"0.0442 unit increase",[0.033-0.056],CASC15,"Coronary artery disease","coronary artery disease",GCST005195,6:22612400
rs789294-<b>C</b>,"3 x 10-15",,0.1649,'-,"0.0642 unit decrease",[0.048-0.08],GPR149,"Coronary artery disease","coronary artery disease",GCST005195,3:154339952
rs7500448-<b>A</b>,"2 x 10-16",,0.7594,'-,"0.0557 unit increase",[0.042-0.069],CDH13,"Coronary artery disease","coronary artery disease",GCST005195,16:83012185
rs2189839-<b>A</b>,"5 x 10-8",,0.2899,'-,"0.0345 unit increase",[0.022-0.047],"BCAP29, DUS4L-BCAP29","Coronary artery disease","coronary artery disease",GCST005195,7:107589581
rs663640-<b>T</b>,"2 x 10-8",,0.222,'-,"0.0383 unit increase",[0.025-0.052],"RNU4-17P, AC090771.1","Coronary artery disease","coronary artery disease",GCST005195,18:60178844
rs7926712-<b>A</b>,"9 x 10-9",,0.3101,'-,"0.0351 unit decrease",[0.023-0.047],ARNTL,"Coronary artery disease","coronary artery disease",GCST005195,11:13281538
rs7145159-<b>T</b>,"4 x 10-10",,0.5234,'-,"0.0319 unit decrease",[0.022-0.042],"HIF1AP1, ZC2HC1C, NEK9","Coronary artery disease","coronary artery disease",GCST005195,14:75116565
rs2820315-<b>T</b>,"1 x 10-10",,0.3012,'-,"0.0359 unit increase",[0.025-0.047],LMOD1,"Coronary artery disease","coronary artery disease",GCST005195,1:201903136
rs10237377-<b>T</b>,"7 x 10-9",,0.3608,'-,"0.0338 unit decrease",[0.022-0.045],PARP12,"Coronary artery disease","coronary artery disease",GCST005195,7:140057336
rs11172113-<b>T</b>,"3 x 10-8",,0.61,'-,"0.414 unit decrease",[0.27-0.56],LRP1,"Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,12:57133500
rs2722224-<b>?</b>,"7 x 10-6",,NA,'-,"0.335 unit decrease",[0.19-0.48],AC009522.1,"Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,12:89837533
rs1014675-<b>?</b>,"5 x 10-6",,NA,'-,"0.781 unit increase",[0.44-1.12],"LINC00485, AC010202.1","Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,12:102759958
rs11207415-<b>?</b>,"3 x 10-6",,NA,'-,"0.377 unit decrease",[0.22-0.54],"LINC01358, AC093425.1","Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,1:59170299
rs12740679-<b>G</b>,"2 x 10-12",,0.26,'-,"0.586 unit increase",[0.42-0.75],"CIART, MRPS21","Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,1:150289855
rs1260387-<b>?</b>,"5 x 10-12",,NA,'-,"0.572 unit decrease",[0.41-0.73],RPRD2,"Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,1:150398972
rs377195216-<b>?</b>,"6 x 10-12",,NA,'-,"0.567 unit increase",[0.41-0.73],"FALEC, ADAMTSL4-AS2","Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,1:150531585
rs4535004-<b>?</b>,"8 x 10-6",,NA,'-,"0.326 unit increase",[0.18-0.47],"AC106870.3, ALK","Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,2:29883673
rs139820087-<b>?</b>,"6 x 10-6",,NA,'-,"1.242 unit decrease",[0.7-1.78],ICA1L,"Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,2:202777160
rs78377252-<b>?</b>,"2 x 10-6",,NA,'-,"1.183 unit decrease",[0.69-1.67],NBEAL1,"Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,2:203046549
rs180767135-<b>?</b>,"9 x 10-6",,NA,'-,"1.157 unit decrease",[0.65-1.67],NBEAL1,"Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,2:203169555
rs2715408-<b>?</b>,"8 x 10-6",,NA,'-,"0.329 unit decrease",[0.18-0.47],"AC017087.1, RNA5SP173","Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,4:178450510
rs560810-<b>?</b>,"6 x 10-6",,NA,'-,"0.334 unit increase",[0.19-0.48],PHACTR1,"Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,6:12722755
rs9349379-<b>A</b>,"4 x 10-8",,0.62,'-,"0.403 unit decrease",[0.26-0.55],PHACTR1,"Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,6:12903725
rs7775726-<b>?</b>,"7 x 10-6",,NA,'-,"1.23 unit increase",[0.69-1.77],"SLC35F1, NUS1","Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,6:117735879
rs78349783-<b>?</b>,"1 x 10-6",,NA,'-,"0.561 unit increase",[0.34-0.79],"RNU7-152P, NOX3","Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,6:155492186
rs28451064-<b>G</b>,"1 x 10-7",,0.87,'-,"0.597 unit increase",[0.38-0.82],"AP000317.2, AP000317.1","Spontaneous coronary artery dissection","coronary artery disease",GCST90000582,21:34221526
rs12740679-<b>G</b>,"1 x 10-11",,0.2584,'-,"0.5975 unit increase",[0.42-0.77],"CIART, MRPS21","Spontaneous coronary artery dissection","coronary artery disease",GCST90000583,1:150289855
rs9349379-<b>A</b>,"5 x 10-7",,0.6175,'-,"0.3921 unit increase",[0.24-0.55],PHACTR1,"Spontaneous coronary artery dissection","coronary artery disease",GCST90000583,6:12903725
rs11172113-<b>T</b>,"6 x 10-8",,0.6089,'-,"0.4302 unit increase",[0.27-0.59],LRP1,"Spontaneous coronary artery dissection","coronary artery disease",GCST90000583,12:57133500
rs28451064-<b>G</b>,"3 x 10-8",,0.8723,'-,"0.6682 unit increase",[0.43-0.9],"AP000317.2, AP000317.1","Spontaneous coronary artery dissection","coronary artery disease",GCST90000583,21:34221526
rs2306363-<b>?</b>,"9 x 10-10",,NR,'-,"0.0684222 unit decrease",[0.047-0.09],SIPA1,"Coronary artery disease","coronary artery disease",GCST010867,11:65638129
rs2184103-<b>?</b>,"2 x 10-10",,NR,'-,"0.0627473 unit increase",[0.043-0.082],"AC119674.1, AC119674.2","Coronary artery disease","coronary artery disease",GCST010867,1:56418506
rs10488763-<b>?</b>,"2 x 10-15",,NR,'-,"0.0793168 unit increase",[0.06-0.099],LINC02732,"Coronary artery disease","coronary artery disease",GCST010867,11:110373636
rs13306206-<b>?</b>,"5 x 10-35",,NR,'-,"0.324647 unit increase",[0.27-0.38],APOB,"Coronary artery disease","coronary artery disease",GCST010867,2:21019859
rs9751370-<b>?</b>,"7 x 10-10",,NR,'-,"0.0612687 unit increase",[0.042-0.081],"RPSAP22, PARTICL","Coronary artery disease","coronary artery disease",GCST010867,2:85512861
rs10930114-<b>?</b>,"2 x 10-14",,NR,'-,"0.079214 unit decrease",[0.059-0.099],AC016766.1,"Coronary artery disease","coronary artery disease",GCST010867,2:164071196
